,hashed-id,CourseID,Finished.x,Q1a.x,Q1b.x,Q2a.x,Q2b.x,Q3a.x,Q3b.x,Q4a.x,Q4b.x,Q5a.x,Q5b.x,Q6a.x,Q6b.x,Q7a.x,Q7b.x,Q8a.x,Q8b.x,Q9a.x,Q9b.x,Q10a.x,Q10b.x,Q11a.x,Q11b.x,Q12a.x,Q12b.x,Q13a.x,Q13b.x,Q14a.x,Q14b.x,Q15a.x,Q15b.x,Q16a.x,Q16b.x,Q17a.x,Q17b.x,Q18a.x,Q18b.x,Q19a.x,Q19b.x,Q20a.x,Q20b.x,Q21a.x,Q21b.x,Q22a.x,Q22b.x,Q24a.x,Q24b.x,Q25a.x,Q25b.x,Q26a.x,Q26b.x,Q27a.x,Q27b.x,Q28a.x,Q28b.x,Q29a.x,Q29b.x,Q30a.x,Q30b.x,Q31a.x,Q31b.x,IsTransformed.x,ExpertlikePre,PRO_ExpertlikePre,Finished.y,Q1a.y,Q1b.y,Q2a.y,Q2b.y,Q3a.y,Q3b.y,Q4a.y,Q4b.y,Q5a.y,Q5b.y,Q6a.y,Q6b.y,Q7a.y,Q7b.y,Q8a.y,Q8b.y,Q9a.y,Q9b.y,Q10a.y,Q10b.y,Q11a.y,Q11b.y,Q12a.y,Q12b.y,Q13a.y,Q13b.y,Q14a.y,Q14b.y,Q15a.y,Q15b.y,Q16a.y,Q16b.y,Q17a.y,Q17b.y,Q18a.y,Q18b.y,Q19a.y,Q19b.y,Q20a.y,Q20b.y,Q21a.y,Q21b.y,Q22a.y,Q22b.y,Q24a.y,Q24b.y,Q25a.y,Q25b.y,Q26a.y,Q26b.y,Q27a.y,Q27b.y,Q28a.y,Q28b.y,Q29a.y,Q29b.y,Q30a.y,Q30b.y,Q31a.y,Q31b.y,Q12c,Q6c,Q27c,Q19c,Q26c,Q5c,Q30c,Q1c,Q8c,Q11c,Q14c,Q15c,Q21c,Q17c,Q18c,Q3c,Q28c,Q22c,Q10c,Q4c,Q9c,Q24c,Q16c,CurrentMajor,ChangeMajor,CurrentInterest,SemesterInterest,SI_why,PhysGradSchool,SciMathGradSchool,NonAcadJob,MedSchool,ProfSchool,K12Teacher,CollegeTeacher,NonSciJob,GenderCode,Consent,Gender,IsTransformed.y,Gender_Text,AmerInd.AlaskaNat,Asian,Black,Hispanic,NatHaw.PacIsl,White,Other,Other_Text,Expertlikepost,PRO_Expertlikepost,Course
165,3.08E+18,phys251-fa15,1,1,1,-1,1,0,1,0,0,0,1,-1,0,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0.5,0.766666667,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,2,5,4,5,5,5,3,2,5,3,3,4,4,4,2,2,4,4,3,4,,3,2,,2,2,2,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.833333333,0.966666667,251
166,7.10E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.833333333,0.866666667,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,5,2,4,4,5,1,1,4,4,3,5,4,5,5,5,2,2,5,4,,3,1,"I learned more interesting things, thus I take a greater interest in it in general.",2,1,2,1,2,2,2,2,2,1,M,0,,,,,,,,,,0.9,0.966666667,251
167,6.94E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,0,0.8,0.9,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,4,1,2,3,3,2,2,3,4,5,2,4,2,3,2,2,2,4,4,4,4,3,2,13,,2,3,I don't enjoy working through physics problems.,2,1,2,2,1,2,2,2,2,1,M,0,,,,,,,,,,0.566666667,0.933333333,251
168,5.90E+18,phys251-fa15,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,,-1,1,-1,0,1,0,-1,0,-1,1,1,0,0,0,-1,0,1,1,1,1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,0,0.5,0.666666667,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,1,2,3,3,3,3,3,3,3,3,3,2,2,3,4,3,2,3,4,3,2,3,3,3,13,13,2,2,Physics does not click in my mind,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.166666667,0.833333333,251
169,6.57E+18,phys251-fa15,1,0,1,1,1,0,-1,-1,-1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,-1,1,1,1,1,1,-1,1,0,1,1,0,1,1,-1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,0,0.466666667,0.833333333,1,0,0,1,1,0,0,-1,-1,0,1,0,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,0,0,1,1,1,1,-1,0,0,1,-1,1,1,1,0,1,1,1,3,1,3,4,3,5,2,3,4,5,3,3,2,3,2,4,3,4,3,4,5,3,3,10,,3,2,,2,2,1,1,2,2,2,1,1,1,F,0,,,,,,,,,,0.466666667,0.733333333,251
170,4.05E+18,phys251-fa15,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0.766666667,0.866666667,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,4,4,1,4,4,5,1,1,4,1,1,4,2,4,1,5,1,4,4,4,,1,3,Labs don't show how well you know the material of physics but rather how well you can put the right formulas in excel. ,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.466666667,0.866666667,251
171,-2.72E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0.766666667,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,-1,1,1,4,4,4,5,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,13,12,2,2,,2,1,2,1,1,2,2,2,1,1,F,0,,,,,,,,,,0.733333333,0.8,251
172,-1.26E+18,phys251-fa15,1,1,1,1,1,0,1,-1,-1,-1,1,1,1,-1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,0.633333333,0.9,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,2,4,5,2,4,4,5,4,5,2,3,4,3,1,4,4,5,4,3,4,4,3,13,,2,2,"No particular reason. My understanding of physics improved, but my interest hasn't gone up any",2,2,2,1,2,2,2,2,2,1,M,0,,,,,,,,,,0.6,0.9,251
173,1.47E+18,phys251-fa15,1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,-1,0,1,1,0,0.7,0.766666667,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,4,2,4,5,3,4,4,5,5,4,3,3,4,5,3,5,4,4,4,3,5,4,3,15,4,3,2,Nothing really changed my interest for physics because there wasn't anything really to change my attitude towards it.,2,2,2,1,2,2,2,2,2,1,M,0,,,,,,,,,,0.733333333,0.833333333,251
174,6.76E+18,phys251-fa15,1,1,0,1,1,1,1,-1,0,1,1,-1,1,0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,0.6,0.833333333,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,0,0,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,4,1,3,3,2,5,4,5,4,5,2,2,4,4,4,5,4,4,3,4,4,3,4,13,,2,3,Because the formulas just got too complicated and it made me not want to learn anymore,2,2,2,1,1,2,2,2,1,1,F,0,,,,,,,,,,0.566666667,0.833333333,251
175,-3.10E+18,phys251-fa15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,1,1,0,0.733333333,0.833333333,1,0,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,-1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,1,1,4,1,1,4,4,4,1,5,4,3,3,12,,4,1,"Mostly due to PHY 232, not lab.",2,1,2,1,2,2,2,2,2,1,M,0,,,,,,,,,,0.566666667,0.833333333,251
176,4.29E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,1,0,0.733333333,0.8,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,,-1,-1,1,1,4,1,4,5,3,5,5,5,5,5,3,2,2,5,5,5,5,5,3,5,3,2,3,4,0,1,2,,2,1,1,1,2,2,2,2,,1,,0,,,,,,,,,,0.7,0.766666667,251
177,-2.31E+17,phys251-fa15,1,-1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,0,-1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,0,0,0,0.733333333,0.666666667,1,1,1,1,1,0,1,0,-1,0,1,0,1,0,-1,1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,5,3,5,3,3,3,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,4,2,14,,3,2,I didn't enjoy all the experiments and with that caused some lack of intrust however some experiments were intriguing  ,2,2,2,2,2,2,2,2,2,1,M,0,,,,,,,,,,0.5,0.666666667,251
178,-8.57E+18,phys251-fa15,1,1,1,1,1,-1,-1,0,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,-1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.666666667,0.8,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,0,1,-1,-1,0,0,1,1,0,0,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,4,4,4,3,2,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,10,11,3,2,,2,2,2,2,2,2,2,2,2,1,M,0,,,,,,,,,,0.566666667,0.766666667,251
179,9.20E+18,phys251-fa15,1,0,1,-1,1,0,1,0,1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,,,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,0.5,0.933333333,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,3,3,3,4,2,4,4,4,4,5,3,3,5,4,4,4,4,5,3,4,5,5,4,13,,3,1,my TA was great and very encouraging,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.666666667,0.933333333,251
180,-2.74E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,0,0.766666667,0.866666667,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,1,1,0,1,3,1,4,4,4,5,5,5,2,5,1,4,2,4,1,5,4,4,4,4,2,2,4,13,,2,2,,2,2,2,1,2,2,2,2,2,1,M,0,,,,,,,,,,0.466666667,0.933333333,251
181,4.01E+18,phys251-fa15,1,1,1,1,1,0,0,-1,-1,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,-1,-1,1,1,0,0.633333333,0.8,1,1,1,0,1,0,1,-1,-1,1,1,1,1,0,1,1,1,-1,0,0,1,1,1,1,1,1,1,-1,1,0,1,-1,-1,-1,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,-1,-1,1,1,0,1,0,1,-1,-1,1,1,5,3,5,3,4,4,5,5,4,5,3,3,4,3,4,5,4,5,5,5,4,4,4,13,,2,1,"The physics lab was a lot more interesting than the physics lecture online course that I had over the summer. I think since the lab was actually interesting, I started to like physics a little bit more. ",2,2,2,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.5,0.733333333,251
182,8.99E+18,phys251-fa15,1,1,1,1,1,1,1,0,-1,-1,1,0,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,0,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,0.633333333,0.833333333,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,3,2,5,5,5,5,5,3,3,5,3,3,5,4,4,5,4,5,4,5,12,,3,2,I found this class to be interesting when performing the experiments and manipulating the data but I also found a lot of the work to be tedious.,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.8,0.933333333,251
183,-7.50E+18,phys251-fa15,1,0,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,0,1,0,0,1,1,0,0.633333333,0.8,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,3,2,Same reason as above,2,2,2,2,2,2,2,2,1,1,F,0,,,,,,,,,,0.733333333,0.9,251
184,-1.24E+18,phys251-fa15,1,1,1,1,1,-1,-1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,0,1,1,1,-1,1,1,1,-1,1,1,1,0,0.6,0.8,1,0,1,-1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,0,1,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,,2,3,"No matter how much I practiced, I was still doing bad on exams and in lab I would do everything before hand and work hard during the time given but still got points off for silly things. Physics is just not the subject for me and I do not think a veterinarian (which is what I wanna be) will ever use it. Honestly it's pointless and just another way for the university to get more money while mostly all the students struggle in the course.",2,2,2,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.4,0.9,251
185,1.44E+18,phys251-fa15,1,1,1,1,1,1,1,0,1,-1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,-1,0,1,0,0,1,1,-1,1,1,1,-1,0,0,-1,1,0,1,-1,0,-1,-1,0,0,-1,0,1,0,1,-1,1,1,,1,-1,0,-1,0,0.433333333,0.466666667,1,1,1,1,1,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,-1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,5,3,4,5,2,5,4,4,4,3,4,,4,5,5,4,4,3,3,4,3,4,4,2,,3,1,Its better than high school physics ,2,2,2,2,1,2,2,2,2,1,M,0,,,,,,,,,,0.7,0.666666667,251
186,1.16E+18,phys251-fa15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,1,1,1,1,0,1,1,0,1,1,0,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,1,0,0.6,0.833333333,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0,0,-1,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,1,-1,1,1,1,5,1,4,5,3,4,2,5,5,5,1,1,4,2,1,4,5,2,2,1,5,2,4,4,13,1,2,It is confusing and pointless for me to be learning,2,1,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.533333333,0.9,251
187,5.47E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0.766666667,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,5,1,4,3,1,4,3,5,5,5,4,3,5,3,2,4,4,4,4,3,4,5,5,13,,3,2,i was only taking the lab so i didn't need to invest too much time into physics,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.8,1,251
188,-7.42E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,,1,1,1,1,0,0.866666667,0.866666667,1,1,1,1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,5,2,4,5,1,5,3,5,5,5,1,1,5,5,2,5,5,4,4,4,5,1,5,4,,2,2,Because as stated before I'm not interested in or good at the subject.,2,1,1,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.8,0.866666667,251
189,8.40E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,0.7,0.9,1,1,1,0,1,1,1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,-1,-1,1,1,5,3,5,5,4,5,4,5,5,5,3,5,5,3,4,5,5,5,5,5,5,4,5,12,13,2,2,Not very interested in physics,2,2,2,2,1,2,2,2,2,1,M,0,,,,,,,,,,0.733333333,0.866666667,251
190,3.65E+18,phys251-fa15,1,1,1,-1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,0.633333333,0.833333333,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,,1,1,1,1,1,1,-1,-1,1,1,0,1,1,0,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,5,3,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,3,3,5,5,5,5,13,0,3,1,I like math and science ,2,2,2,2,2,1,2,2,1,1,F,0,,,,,,,,,,0.633333333,0.666666667,251
191,5.40E+18,phys251-fa15,1,1,1,0,1,1,1,1,0,0,1,-1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,-1,1,0,1,0,0.5,0.9,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,-1,-1,1,1,0,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,-1,1,1,1,2,1,3,4,1,4,2,4,5,5,1,1,4,4,1,4,3,5,5,5,5,4,4,4,,2,2,"Nothing was very compelling, already had a low opinion of physics.",2,2,2,1,2,2,2,2,2,1,M,0,,,,,,,,,,0.6,0.866666667,251
192,6.34E+18,phys251-fa15,1,1,1,1,0,1,1,,,,,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,0.633333333,0.833333333,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,0,0,1,1,1,1,1,1,1,1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,1,2,5,2,2,2,2,4,5,1,2,4,4,2,2,4,5,2,4,5,2,3,13,,1,3,I underestimated how much I would struggle with the concepts and it really hurt me in the end.,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.4,0.933333333,251
193,4.86E+18,phys251-fa15,1,1,1,0,1,-1,1,-1,-1,0,1,1,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,-1,1,1,1,0,1,0,1,0,-1,1,1,0,0.433333333,0.9,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,4,2,4,5,3,5,3,4,5,5,3,3,5,3,5,5,5,5,3,4,3,3,3,12,12,3,1,Having the concepts from physics lectures put into a visible format made the material more interesting and increased my understanding. ,2,2,2,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.666666667,0.866666667,251
194,-2.76E+18,phys251-fa15,1,1,1,0,1,0,1,-1,-1,0,1,-1,1,-1,1,0,1,-1,1,1,1,1,1,0,1,1,1,-1,1,0,1,-1,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,0.4,0.9,1,1,1,1,1,1,1,0,-1,0,1,-1,1,0,1,1,1,-1,1,-1,1,1,1,0,1,1,1,-1,1,0,1,1,1,-1,1,,,1,1,0,1,-1,-1,0,1,0,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,4,1,4,4,2,5,3,5,5,5,2,5,5,4,4,5,5,5,4,5,5,4,5,2,,3,2,,2,2,2,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.4,0.9,251
195,-3.62E+18,phys251-fa15,1,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0.633333333,0.9,1,0,1,1,1,1,1,0,0,1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,-1,0,1,1,2,2,2,4,3,3,2,2,4,4,2,2,4,4,2,4,4,4,4,4,4,2,4,4,,2,3,I'm not good at it and the subject isn't interesting,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.466666667,0.833333333,251
